,word,pronunciation,common tag,jlpt tag,meanings_wrapper,details_href,verb_tag
137,豚肉,ぶたにく,Common word,JLPT N5,"{'Noun': 'pork', 'Wikipedia definition': 'Pork', 'Other forms': 'ぶた肉 【ぶたにく】、豚肉 【とんにく】'}",https://jisho.org/word/豚肉,Not Verb
138,交番,こうばん,Common word,JLPT N5,"{'Noun, Suru verb': 'police box; small neighborhood police station', 'Noun, Noun or verb acting prenominally': 'alternation; alternating (e.g. current)', 'Wikipedia definition': 'Kōban'}",https://jisho.org/word/交番,suru
139,飲む,Dual-script word,Common word,JLPT N5,"{'Godan verb with mu ending, Transitive verb': 'to drink; to gulp; to swallow; to take (medicine)', 'Wikipedia definition': 'to smoke (tobacco)', 'Other forms': 'to engulf; to overwhelm', 'Notes': 'to keep down; to suppress'}",https://jisho.org/word/飲む,mu
140,頭,あたま,Common word,JLPT N5,"{'Noun': 'head', 'Wikipedia definition': ""hair (on one's head)"", 'Other forms': 'mind; brains; intellect'}",https://jisho.org/word/頭,Not Verb
141,日曜日,にちようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Sunday', 'Wikipedia definition': 'Sunday'}",https://jisho.org/word/日曜日,Not Verb
142,誕生日,たんじょうび,Common word,JLPT N5,"{'Noun': 'birthday', 'Wikipedia definition': 'Birthday'}",https://jisho.org/word/誕生日,Not Verb
143,可愛い,Dual-script word,Common word,JLPT N5,"{'I-adjective': 'cute; adorable; charming; lovely; pretty', 'Wikipedia definition': 'dear; precious; darling; pet', 'Other forms': 'innocent; childlike; childish; lovable', 'Notes': 'dainty; cute little; tiny'}",https://jisho.org/word/可愛い,Not Verb
144,鞄,かばん,Common word,JLPT N5,"{'Noun': 'bag; satchel; briefcase; basket', 'Wikipedia definition': 'Paper bag', 'Other forms': 'カバン'}",https://jisho.org/word/鞄,Not Verb
145,土曜日,どようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Saturday', 'Wikipedia definition': 'Saturday'}",https://jisho.org/word/土曜日,Not Verb
146,月曜日,げつようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Monday', 'Wikipedia definition': 'Monday'}",https://jisho.org/word/月曜日,Not Verb
147,金曜日,きんようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Friday', 'Wikipedia definition': 'Friday'}",https://jisho.org/word/金曜日,Not Verb
148,花瓶,かびん,Common word,JLPT N5,"{'Noun': '(flower) vase', 'Wikipedia definition': 'Vase', 'Other forms': '花びん 【かびん】、花瓶 【はながめ】、花瓶 【かへい】'}",https://jisho.org/word/花瓶,Not Verb
149,本棚,ほんだな,Common word,JLPT N5,"{'Noun': 'bookshelves; bookshelf; bookcase', 'Wikipedia definition': 'Bookcase'}",https://jisho.org/word/本棚,Not Verb
150,木曜日,もくようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Thursday', 'Wikipedia definition': 'Thursday'}",https://jisho.org/word/木曜日,Not Verb
151,石鹸,せっけん,Common word,JLPT N5,"{'Noun': 'soap', 'Wikipedia definition': 'Soap', 'Other forms': '石けん 【せっけん】、石鹼 【せっけん】', 'Notes': '石鹼: Out-dated kanji.'}",https://jisho.org/word/石鹸,Not Verb
152,水曜日,すいようび,Common word,JLPT N5,"{'Adverbial noun, Temporal noun': 'Wednesday', 'Wikipedia definition': 'Wednesday'}",https://jisho.org/word/水曜日,Not Verb
153,飴,あめ,Common word,JLPT N5,"{'Noun': '(hard) candy; toffee', 'Wikipedia definition': 'rice-sugar; sugar made from the starch of rice, potatoes, etc.'}",https://jisho.org/word/飴,Not Verb
154,八百屋,やおや,Common word,JLPT N5,"{'Noun': 'greengrocer; fruit and vegetable shop', 'Wikipedia definition': 'Greengrocer'}",https://jisho.org/word/八百屋,Not Verb
155,腕,うで,Common word,JLPT N4,"{'Noun': 'arm', 'Place': 'skill; efforts; ability', 'Wikipedia definition': 'Ude'}",https://jisho.org/word/腕,Not Verb
156,人形,にんぎょう,Common word,JLPT N4,"{'Noun': 'doll; puppet; figure', 'Place': 'Ningyou', 'Wikipedia definition': 'Doll'}",https://jisho.org/word/人形,Not Verb
157,文化,ぶんか,Common word,JLPT N4,"{'Noun': 'culture; civilization; civilisation', 'Place': 'Bunka era (1804.2.11-1818.4.22)', 'Wikipedia definition': 'Bunka'}",https://jisho.org/word/文化,Not Verb
158,海岸,かいがん,Common word,JLPT N4,"{'Noun, No-adjective': 'coast; beach', 'Place': 'Kaigan', 'Wikipedia definition': 'Coast'}",https://jisho.org/word/海岸,Not Verb
159,産業,さんぎょう,Common word,JLPT N4,"{'Noun, No-adjective': 'industry', 'Noun': 'livelihood; occupation', 'Place': 'Sangyou', 'Wikipedia definition': 'Industry'}",https://jisho.org/word/産業,Not Verb
160,動物園,どうぶつえん,Common word,JLPT N4,"{'Noun': 'zoo; zoological gardens', 'Place': 'Doubutsuen', 'Wikipedia definition': 'Zoo'}",https://jisho.org/word/動物園,Not Verb
161,美術館,びじゅつかん,Common word,JLPT N4,"{'Noun': 'art gallery; art museum', 'Place': 'Bijutsukan', 'Wikipedia definition': 'Art museum'}",https://jisho.org/word/美術館,Not Verb
162,水道,すいどう,Common word,JLPT N4,"{'Noun': 'water supply; water service; waterworks', 'Place': 'channel; strait', 'Wikipedia definition': 'water course; waterway'}",https://jisho.org/word/水道,Not Verb
163,飛行場,ひこうじょう,Common word,JLPT N4,"{'Noun': 'airfield; airport', 'Place': 'Hikoujou', 'Wikipedia definition': 'Aerodrome'}",https://jisho.org/word/飛行場,Not Verb
164,葡萄,ぶどう,Common word,JLPT N4,"{'Noun': 'grape; grapevine', 'Place': 'Budou', 'Wikipedia definition': 'Grape', 'Other forms': '葡萄 【えび】、ブドウ', 'Notes': 'えび: Out-dated or obsolete kana usage.'}",https://jisho.org/word/葡萄,Not Verb
165,成る,Dual-script word,Common word,JLPT N5,"{'Godan verb with ru ending, intransitive verb': 'to become; to get; to grow; to be; to reach; to attain', 'Godan verb with ru ending': 'to result in; to prove to be', 'Place': 'to consist of; to be composed of', 'Other forms': 'to succeed; to be complete'}",https://jisho.org/word/成る,ru
166,程,ほど,Common word,JLPT N3,"{'Adverbial noun, Noun': 'degree; extent; bounds; limit', 'Particle': 'upper limit'}",https://jisho.org/word/程,Not Verb
167,事故,じこ,Common word,JLPT N4,"{'Noun': 'accident; incident; trouble', 'Wikipedia definition': 'circumstances; reasons', 'Other forms': 'Accident', 'Notes': '事故 【ことゆえ】'}",https://jisho.org/word/事故,Not Verb
168,息子,むすこ,Common word,JLPT N4,"{'Noun': 'son', 'Wikipedia definition': 'penis', 'Other forms': 'Son', 'Notes': 'むす子 【むすこ】、息 【むすこ】、息 【そく】'}",https://jisho.org/word/息子,Not Verb
169,生活,せいかつ,Common word,JLPT N4,"{'Noun, Suru verb': ""living; life (one's daily existence); livelihood"", 'Wikipedia definition': 'Seikatsu'}",https://jisho.org/word/生活,suru
170,注意,ちゅうい,Common word,JLPT N4,"{'Noun, Suru verb': 'caution; being careful; attention (heed); warning; advice', 'Wikipedia definition': 'Attention'}",https://jisho.org/word/注意,suru
171,生きる,Dual-script word,Common word,JLPT N4,"{'Ichidan verb, intransitive verb': 'to live; to exist', 'Wikipedia definition': 'to make a living; to subsist', 'Other forms': 'to be in effect; to be in use; to function'}",https://jisho.org/word/生きる,ichidan
172,女性,じょせい,Common word,JLPT N4,"{'Noun, No-adjective': 'woman; female', 'Wikipedia definition': 'feminine gender', 'Other forms': 'Woman'}",https://jisho.org/word/女性,Not Verb
173,船,ふね,Common word,JLPT N4,"{'Noun': 'ship; boat; watercraft; vessel; steamship', 'Noun - used as a suffix, Counter': 'tank; tub; vat; trough', 'Wikipedia definition': 'counter for boat-shaped containers (e.g. of sashimi)', 'Other forms': 'Ship'}",https://jisho.org/word/船,Not Verb
174,説明,せつめい,Common word,JLPT N4,"{'Noun, Suru verb, No-adjective': 'explanation; exposition', 'Wikipedia definition': 'Explanation'}",https://jisho.org/word/説明,suru
175,警察,けいさつ,Common word,JLPT N4,"{'Noun, No-adjective': 'police', 'Wikipedia definition': 'police officer'}",https://jisho.org/word/警察,Not Verb
176,危険,きけん,Common word,JLPT N4,"{'Noun, Na-adjective': 'danger; peril; hazard', 'Wikipedia definition': 'risk'}",https://jisho.org/word/危険,Not Verb
177,世界,せかい,Common word,JLPT N4,"{'Noun': 'renowned; world-famous; well-known outside of Japan', 'No-adjective': 'sphere; circle; world', 'Wikipedia definition': 'realm governed by one Buddha; space'}",https://jisho.org/word/世界,Not Verb
178,戦争,せんそう,Common word,JLPT N4,"{'Noun, Suru verb': 'war', 'Wikipedia definition': 'fighting; fierce competition'}",https://jisho.org/word/戦争,suru
179,小説,しょうせつ,Common word,JLPT N4,"{'Noun, No-adjective': 'novel; (short) story', 'Wikipedia definition': 'Novel'}",https://jisho.org/word/小説,Not Verb
180,関係,かんけい,Common word,JLPT N4,"{'Noun, Suru verb, No-adjective': 'relation; relationship; connection', 'Noun, Suru verb': 'participation; involvement; concern', 'Noun - used as a suffix': 'influence; effect', 'Wikipedia definition': 'sexual relations; sexual relationship'}",https://jisho.org/word/関係,suru
181,研究,けんきゅう,Common word,JLPT N4,"{'Noun, Suru verb': 'study; research; investigation', 'Wikipedia definition': 'Research'}",https://jisho.org/word/研究,suru
182,会議,かいぎ,Common word,JLPT N4,"{'Noun, Suru verb, No-adjective': 'meeting; conference; session; assembly; council; convention; congress', 'Wikipedia definition': 'Meeting'}",https://jisho.org/word/会議,suru
183,音,おと,Common word,JLPT N4,"{'Noun, Noun - used as a suffix': 'sound; noise; report', 'Wikipedia definition': 'note', 'Other forms': 'fame'}",https://jisho.org/word/音,Not Verb
184,普通,ふつう,Common word,JLPT N4,"{'No-adjective': 'general; ordinary; usual', 'Adverb': 'normally; generally; usually', 'Noun': 'really', 'Wikipedia definition': 'local train; train that stops at every station'}",https://jisho.org/word/普通,Not Verb
185,湖,みずうみ,Common word,JLPT N4,"{'Noun': 'lake', 'Wikipedia definition': 'Lake'}",https://jisho.org/word/湖,Not Verb
186,夢,ゆめ,Common word,JLPT N4,"{'Noun': 'dream', 'Wikipedia definition': 'Dream'}",https://jisho.org/word/夢,Not Verb
187,空港,くうこう,Common word,JLPT N4,"{'Noun': 'airport', 'Wikipedia definition': 'Airport'}",https://jisho.org/word/空港,Not Verb
188,数学,すうがく,Common word,JLPT N4,"{'Noun': 'mathematics; arithmetic', 'Wikipedia definition': 'Mathematics'}",https://jisho.org/word/数学,Not Verb
189,教育,きょういく,Common word,JLPT N4,"{'Noun, Suru verb': 'education; schooling; training; instruction; teaching; upbringing', 'Wikipedia definition': 'culture; cultivation; education'}",https://jisho.org/word/教育,suru
190,赤ちゃん,Dual-script word,Common word,JLPT N4,"{'Noun': 'baby; infant', 'Wikipedia definition': 'Infant'}",https://jisho.org/word/赤ちゃん,Not Verb
191,自由,じゆう,Common word,JLPT N4,"{'Expression, Na-adjective, Noun': 'freedom; liberty; as it pleases you', 'Wikipedia definition': 'Liberty'}",https://jisho.org/word/自由,Not Verb
192,火,ひ,Common word,JLPT N4,"{'Noun, Noun - used as a suffix': 'fire; flame; blaze', 'Wikipedia definition': 'Fire'}",https://jisho.org/word/火,Not Verb
193,森,もり,Common word,JLPT N4,"{'Noun': 'forest', 'Wikipedia definition': 'shrine grove', 'Other forms': 'Mori'}",https://jisho.org/word/森,Not Verb
194,法律,ほうりつ,Common word,JLPT N4,"{'Noun, No-adjective': 'law', 'Wikipedia definition': 'Statute'}",https://jisho.org/word/法律,Not Verb
195,気分,きぶん,Common word,JLPT N4,"{'Noun': 'feeling; mood', 'Wikipedia definition': 'Mood (psychology)'}",https://jisho.org/word/気分,Not Verb
196,壁,かべ,Common word,JLPT N4,"{'Noun': 'wall; partition', 'Wikipedia definition': 'barrier; obstacle', 'Other forms': 'Chinese ""Wall"" constellation (one of the 28 mansions)'}",https://jisho.org/word/壁,Not Verb
197,田舎,いなか,Common word,JLPT N4,"{'Noun, No-adjective': 'rural area; countryside; the sticks', 'Wikipedia definition': 'hometown', 'Notes': 'Rural area'}",https://jisho.org/word/田舎,Not Verb
198,気,き,Common word,JLPT N4,"{'Noun': 'spirit; mind; heart', 'Wikipedia definition': 'nature; disposition', 'Other forms': 'motivation; intention', 'Notes': 'mood; feelings'}",https://jisho.org/word/気,Not Verb
199,男性,だんせい,Common word,JLPT N4,"{'Noun, No-adjective': 'man; male', 'Wikipedia definition': 'masculine gender'}",https://jisho.org/word/男性,Not Verb
200,地震,じしん,Common word,JLPT N4,"{'Noun': 'earthquake', 'Wikipedia definition': 'Earthquake', 'Other forms': '地震 【ない】、地震 【なえ】、地震 【じぶるい】', 'Notes': 'ない: Out-dated or obsolete kana usage. なえ: Out-dated or obsolete kana usage. じぶるい: Out-dated or obsolete kana usage.'}",https://jisho.org/word/地震,Not Verb
201,故障,こしょう,Common word,JLPT N4,"{'Noun, Suru verb': 'breakdown; failure; fault; accident; out of order', 'Wikipedia definition': 'damage; hurt'}",https://jisho.org/word/故障,suru
202,人口,じんこう,Common word,JLPT N4,"{'Noun': 'population', 'Wikipedia definition': 'common talk'}",https://jisho.org/word/人口,Not Verb
203,残念,ざんねん,Common word,JLPT N4,"{'Na-adjective, Noun': 'deplorable; regrettable; disappointing; vexing; unfortunate', 'Wikipedia definition': 'Regret (emotion)'}",https://jisho.org/word/残念,Not Verb
204,島,しま,Common word,JLPT N4,"{'Noun': 'island', 'Wikipedia definition': 'territory (of a prostitute, organized crime gang, etc.); turf', 'Other forms': 'Island'}",https://jisho.org/word/島,Not Verb
205,歴史,れきし,Common word,JLPT N4,"{'Noun, No-adjective': 'history', 'Wikipedia definition': 'History'}",https://jisho.org/word/歴史,Not Verb
206,教会,きょうかい,Common word,JLPT N4,"{'Noun': 'church; congregation', 'Wikipedia definition': 'Christian Church'}",https://jisho.org/word/教会,Not Verb
207,社会,しゃかい,Common word,JLPT N4,"{'Noun': 'society; public; community; the world', 'Wikipedia definition': 'social studies'}",https://jisho.org/word/社会,Not Verb
208,住所,じゅうしょ,Common word,JLPT N4,"{'Noun': 'address (e.g. of house); residence; domicile', 'Wikipedia definition': 'Address (geography)', 'Other forms': '住処 【じゅうしょ】'}",https://jisho.org/word/住所,Not Verb
209,工場,こうじょう,Common word,JLPT N4,"{'Noun': 'factory; plant; mill; workshop', 'Wikipedia definition': 'Factory', 'Other forms': '工場 【こうば】'}",https://jisho.org/word/工場,Not Verb
210,趣味,しゅみ,Common word,JLPT N4,"{'Noun': 'hobby; pastime', 'Wikipedia definition': 'tastes; preference; liking'}",https://jisho.org/word/趣味,Not Verb
211,経済,けいざい,Common word,JLPT N4,"{'Noun, Suru verb': 'economics; business; finance; economy', 'Wikipedia definition': 'Economy'}",https://jisho.org/word/経済,suru
212,台風,たいふう,Common word,JLPT N4,"{'Noun': 'typhoon; hurricane', 'Wikipedia definition': 'Typhoon', 'Other forms': '颱風 【たいふう】'}",https://jisho.org/word/台風,Not Verb
213,卒業,そつぎょう,Common word,JLPT N4,"{'Noun, Suru verb': 'graduation; completion (e.g. of a course)', 'Wikipedia definition': 'moving on (from); outgrowing something; leaving (a group, company, etc.); quitting'}",https://jisho.org/word/卒業,suru
214,雲,くも,Common word,JLPT N4,"{'Noun': 'cloud', 'Wikipedia definition': 'Cloud'}",https://jisho.org/word/雲,Not Verb
215,科学,かがく,Common word,JLPT N4,"{'Noun': 'science', 'Wikipedia definition': 'Science'}",https://jisho.org/word/科学,Not Verb
216,贈り物,Multi-scripted word,Common word,JLPT N4,"{'Noun': 'present; gift', 'Wikipedia definition': 'Gift', 'Other forms': '贈りもの 【おくりもの】、贈物 【おくりもの】'}",https://jisho.org/word/贈り物,Not Verb
217,光,ひかり,Common word,JLPT N4,"{'Noun': 'light', 'Wikipedia definition': 'illumination; ray; beam; gleam; glow'}",https://jisho.org/word/光,Not Verb
218,政治,せいじ,Common word,JLPT N4,"{'Noun': 'politics; government', 'Wikipedia definition': 'Politics'}",https://jisho.org/word/政治,Not Verb
219,特別,とくべつ,Common word,JLPT N4,"{'Na-adjective, No-adjective, Adverb, Noun': 'special; particular; extraordinary; exceptional; especial', 'Wikipedia definition': 'Particular'}",https://jisho.org/word/特別,Not Verb
220,水泳,すいえい,Common word,JLPT N4,"{'Noun, Suru verb, No-adjective': 'swimming', 'Wikipedia definition': 'Human swimming'}",https://jisho.org/word/水泳,suru
221,講義,こうぎ,Common word,JLPT N4,"{'Noun, Suru verb': 'lecture', 'Wikipedia definition': 'Lecture'}",https://jisho.org/word/講義,suru
222,指,ゆび,Common word,JLPT N4,"{'Noun': 'finger; toe; digit', 'Wikipedia definition': 'Finger', 'Other forms': '指 【および】、指 【おゆび】'}",https://jisho.org/word/指,Not Verb
223,生産,せいさん,Common word,JLPT N4,"{'Noun, Suru verb': 'production; manufacture', 'Wikipedia definition': 'Outline of industrial organization'}",https://jisho.org/word/生産,suru
224,会話,かいわ,Common word,JLPT N4,"{'Noun, Suru verb': 'conversation', 'Wikipedia definition': 'Conversation'}",https://jisho.org/word/会話,suru
225,季節,きせつ,Common word,JLPT N4,"{'Noun, No-adjective': 'season; time of year', 'Wikipedia definition': 'Season'}",https://jisho.org/word/季節,Not Verb
